,Wind turbine ID,Terrain height [m],Nacelle height [m],Rotor diameter [m],Max power [MW],Price region,Installation date,Longitude,Latitude
3069,1473-V-024-001,68.18,70.0,60.0,1.0,SE3,1997-10-31,13.997255150493594,58.605043662475836
3070,2421-V-004-067,701.48,90.0,110.0,2.5,SE2,1997-10-31,17.162095075129894,65.29741443887536
3071,2283-V-022-004,377.59,94.0,112.0,3.3,SE2,1997-10-31,17.137962898081945,63.09611207022677
3072,1495-V-038-001,104.39,95.0,109.0,2.4,SE3,1997-10-31,13.338568691402877,58.34244558052869
3073,2421-V-004-083,652.59,90.0,110.0,2.5,SE2,1997-10-31,17.258244600615694,65.27781186029765
3074,2283-V-022-001,380.74,94.0,112.0,3.3,SE2,1997-10-31,17.163899466620634,63.10781962422382
3075,2283-V-022-002,372.65,94.0,112.0,3.3,SE2,1997-10-31,17.153639274038184,63.10706997831459
3076,1495-V-038-002,107.06,95.0,109.0,2.4,SE3,1997-10-31,13.344117035238623,58.34087202696128
3077,2283-V-001-076,482.34,115.0,113.0,3.0,SE2,1997-11-30,16.194905535983228,63.37824314534434
3078,2404-V-001-018,351.95,94.0,112.0,3.3,SE2,1997-11-30,19.99144593747659,64.28759693631247
3079,2404-V-001-017,342.39,94.0,112.0,3.3,SE2,1997-11-30,20.00170108097304,64.29425758275201
3080,2404-V-001-019,349.05,94.0,112.0,3.3,SE2,1997-11-30,19.92311311143423,64.28858448467328
3081,2283-V-001-066,474.63,115.0,113.0,3.0,SE2,1997-11-30,16.232770538393243,63.37630562144461
3082,2404-V-001-016,374.23,94.0,112.0,3.3,SE2,1997-11-30,19.945141745637393,64.30240744160837
3083,2283-V-001-063,502.05,115.0,113.0,3.0,SE2,1997-11-30,16.193471184655518,63.38561542962937
3084,2283-V-001-064,492.04,115.0,113.0,3.0,SE2,1997-11-30,16.201709592111207,63.38069932956738
3085,2283-V-001-067,521.82,115.0,113.0,3.0,SE2,1997-11-30,16.13826031194224,63.413262840382146
3086,2404-V-001-020,362.91,94.0,112.0,3.3,SE2,1997-11-30,19.964922327512088,64.2882554360808
3087,2404-V-001-021,329.14,94.0,112.0,3.3,SE2,1997-11-30,19.923241905470633,64.2824316595664
3088,2404-V-001-022,323.97,94.0,112.0,3.3,SE2,1997-11-30,19.911554574814875,64.28254267046046
3089,2283-V-001-068,556.61,115.0,113.0,3.0,SE2,1997-11-30,16.150319546094785,63.404818766720105
3090,2404-V-001-023,346.69,94.0,112.0,3.3,SE2,1997-11-30,19.93376748786859,64.28646999439248
3091,2283-V-001-070,551.14,115.0,113.0,3.0,SE2,1997-11-30,16.156427247138136,63.401358645703084
3092,2283-V-001-071,528.44,115.0,113.0,3.0,SE2,1997-11-30,16.162065963534616,63.397722550291775
3093,2283-V-001-072,522.07,115.0,113.0,3.0,SE2,1997-11-30,16.162935827197387,63.39349680569986
3094,2283-V-001-073,490.31,115.0,113.0,3.0,SE2,1997-11-30,16.173072307435866,63.385874169046744
3095,2283-V-001-074,489.66,115.0,113.0,3.0,SE2,1997-11-30,16.174492550211234,63.38047694307601
3096,2404-V-001-015,368.9,94.0,112.0,3.3,SE2,1997-11-30,19.953092531587586,64.28448472823992
3097,2404-V-001-014,371.14,94.0,112.0,3.3,SE2,1997-11-30,19.987313524771622,64.29532330511017
3098,2283-V-001-065,470.52,115.0,113.0,3.0,SE2,1997-11-30,16.22875550034383,63.38064872325555
3099,2404-V-001-013,342.85,94.0,112.0,3.3,SE2,1997-11-30,19.911244953656475,64.2951758648068
3100,2283-V-001-075,490.22,115.0,113.0,3.0,SE2,1997-11-30,16.18331330019933,63.382378841446226
3101,2283-V-001-069,544.8,115.0,113.0,3.0,SE2,1997-11-30,16.146852079422377,63.400717743643824
3102,2404-V-001-024,330.57,94.0,112.0,3.3,SE2,1997-11-30,19.906760733416657,64.2896272714679
3103,2404-V-001-001,391.54,94.0,112.0,3.3,SE2,1997-11-30,19.966884621521285,64.30249740360073
3104,2404-V-001-012,329.64,94.0,112.0,3.3,SE2,1997-11-30,19.904125035367404,64.30568498011021
3105,2283-V-001-050,513.28,115.0,113.0,3.0,SE2,1997-11-30,16.20161840759416,63.390483910013565
3106,2283-V-001-049,554.6,115.0,113.0,3.0,SE2,1997-11-30,16.19459063198177,63.39377419259011
3107,1415-V-003-001,129.96,80.0,91.0,2.3,SE3,1997-11-30,11.927066871966725,58.128289704591026
3108,2283-V-001-051,505.7,115.0,113.0,3.0,SE2,1997-11-30,16.15917897372434,63.41596701154025
3109,2404-V-001-003,386.51,94.0,112.0,3.3,SE2,1997-11-30,19.982112216120203,64.29063683167176
3110,2404-V-001-004,367.32,94.0,112.0,3.3,SE2,1997-11-30,19.914067139276998,64.30153661619686
3111,2404-V-001-005,369.73,94.0,112.0,3.3,SE2,1997-11-30,19.921855946321095,64.29738217780091
3112,2404-V-001-006,391.2,94.0,112.0,3.3,SE2,1997-11-30,19.975273504623196,64.29787309541226
3113,2404-V-001-007,347.35,94.0,112.0,3.3,SE2,1997-11-30,19.954054479433378,64.29025751853145
3114,2283-V-001-053,532.91,115.0,113.0,3.0,SE2,1997-11-30,16.18413835208252,63.39269433348358
3115,2283-V-001-054,512.76,115.0,113.0,3.0,SE2,1997-11-30,16.192560917011104,63.39020076923247
3116,2283-V-001-055,504.63,115.0,113.0,3.0,SE2,1997-11-30,16.20306477461326,63.38535543094121
3117,2404-V-001-002,378.67,94.0,112.0,3.3,SE2,1997-11-30,19.93702584705269,64.30641619496309
3118,2283-V-001-057,529.37,115.0,113.0,3.0,SE2,1997-11-30,16.156268392766204,63.40934845004513
3119,2404-V-001-011,358.55,94.0,112.0,3.3,SE2,1997-11-30,19.94231926792692,64.29067196278044
3120,2404-V-001-010,374.95,94.0,112.0,3.3,SE2,1997-11-30,19.93960330398537,64.29504992936474
3121,2404-V-001-009,381.79,94.0,112.0,3.3,SE2,1997-11-30,19.953302852322505,64.29597788994434
3122,2283-V-001-056,523.8,115.0,113.0,3.0,SE2,1997-11-30,16.148109601039753,63.412645522147336
3123,2404-V-001-008,358.27,94.0,112.0,3.3,SE2,1997-11-30,19.990913847425144,64.30142358060407
3124,2283-V-001-062,546.76,115.0,113.0,3.0,SE2,1997-11-30,16.182307918847094,63.388580564462565
3125,2283-V-001-052,529.22,115.0,113.0,3.0,SE2,1997-11-30,16.16967352280173,63.40708516510364
3126,2283-V-001-060,535.62,115.0,113.0,3.0,SE2,1997-11-30,16.17460547927056,63.397440500978114
3127,2283-V-001-058,553.23,115.0,113.0,3.0,SE2,1997-11-30,16.160689560567928,63.405273474269755
3128,2283-V-001-059,534.96,115.0,113.0,3.0,SE2,1997-11-30,16.165968252380228,63.40164015196198
3129,2283-V-001-061,543.69,115.0,113.0,3.0,SE2,1997-11-30,16.172736084422013,63.39332693883778
3130,0662-V-010-001,185.48,138.0,126.0,3.3,SE4,1997-12-12,13.642195903970585,57.19394017642326
3131,1435-V-068-001,127.05,94.0,112.0,3.3,SE3,1997-12-14,11.44630050265709,58.74527027945586
3132,0662-V-010-002,193.42,138.0,126.0,3.3,SE4,1997-12-16,13.644250911419036,57.19747522412297
3133,1214-V-062-001,56.52,100.0,100.0,2.0,SE4,1997-12-28,13.048980145416524,55.89551615607514
3134,1382-V-008-012,142.69,93.0,113.0,3.2,SE4,1997-12-31,12.762248454460067,56.91347520214494
3135,1861-V-002-001,106.91,95.0,100.0,1.8,SE3,1997-12-31,15.362960551133202,59.098943237709285
3136,2282-V-002-006,285.1,93.0,114.0,2.5,SE2,1997-12-31,17.936575562361373,62.981788629302955
3137,2282-V-002-005,297.17,93.0,114.0,2.5,SE2,1997-12-31,17.93769983640876,62.97889820947238
3138,2282-V-002-004,289.46,93.0,114.0,2.5,SE2,1997-12-31,17.926615005593646,62.980573015632224
3139,2282-V-002-003,273.51,93.0,114.0,2.5,SE2,1997-12-31,17.926910238764663,62.98374452878525
3140,2422-V-002-008,639.38,92.0,113.0,3.22,SE2,1997-12-31,17.261426292136154,65.30831818741416
3141,2282-V-002-001,260.48,93.0,114.0,2.5,SE2,1997-12-31,17.933315699674285,62.990321024313175
3142,2282-V-002-002,282.37,93.0,114.0,2.5,SE2,1997-12-31,17.929906423304523,62.98668606709388
3143,1382-V-008-002,144.93,93.0,113.0,3.2,SE4,1997-12-31,12.747444594099905,56.92959142759003
3144,1382-V-008-003,114.74,93.0,113.0,3.2,SE4,1997-12-31,12.737776830724716,56.92693656022852
3145,1382-V-008-007,169.4,93.0,113.0,3.2,SE4,1997-12-31,12.76576916726653,56.92521149171207
3146,1382-V-008-008,163.4,93.0,113.0,3.2,SE4,1997-12-31,12.77770371309257,56.925424277466966
3147,1861-V-002-003,114.78,95.0,100.0,1.8,SE3,1997-12-31,15.372480346625938,59.091471346880226
3148,2422-V-002-009,646.31,92.0,113.0,3.22,SE2,1997-12-31,17.254096895714902,65.31044466146007
3149,1861-V-002-002,111.73,95.0,100.0,1.8,SE3,1997-12-31,15.367686106882656,59.09521196920236
3150,1382-V-008-011,161.48,93.0,113.0,3.2,SE4,1997-12-31,12.765867155134398,56.917799494803525
3151,1382-V-008-005,164.57,93.0,113.0,3.2,SE4,1997-12-31,12.753749204052257,56.92860855616629
3152,1290-V-070-014,165.75,101.0,97.0,2.0,SE4,1997-12-31,13.9614301274636,55.87392566440373
3153,1290-V-070-030,163.65,101.0,97.0,2.0,SE4,1997-12-31,13.957090975495417,55.88688612316293
3154,1290-V-070-005,178.82,101.0,97.0,2.0,SE4,1997-12-31,13.935721695502252,55.887856838699406
3155,1290-V-070-006,183.57,101.0,97.0,2.0,SE4,1997-12-31,13.934716089797288,55.88384402987586
3156,1290-V-070-007,183.75,101.0,97.0,2.0,SE4,1997-12-31,13.934851391521583,55.87604858207276
3157,1290-V-070-008,174.8,101.0,97.0,2.0,SE4,1997-12-31,13.943412383812749,55.873797940211645
3158,1290-V-070-009,171.37,101.0,97.0,2.0,SE4,1997-12-31,13.940025978501355,55.88077155782165
3159,1290-V-070-010,181.71,101.0,97.0,2.0,SE4,1997-12-31,13.944345270582579,55.890026808261894
3160,1290-V-070-012,157.16,101.0,97.0,2.0,SE4,1997-12-31,13.956159003300685,55.89068104650289
3161,2422-V-002-001,622.02,92.0,113.0,3.22,SE2,1997-12-31,17.240361184480726,65.29468396823025
3162,2422-V-002-002,632.15,92.0,113.0,3.22,SE2,1997-12-31,17.246525778475963,65.29698415500705
3163,2422-V-002-003,628.55,92.0,113.0,3.22,SE2,1997-12-31,17.235393290095182,65.29855687370416
3164,2422-V-002-004,627.54,92.0,113.0,3.22,SE2,1997-12-31,17.238555963237108,65.30114813400917
3165,1290-V-070-013,185.97,101.0,97.0,2.0,SE4,1997-12-31,13.958060887322489,55.868161720364064
3166,2422-V-002-005,635.96,92.0,113.0,3.22,SE2,1997-12-31,17.25264043466929,65.29868689371672
3167,1382-V-008-013,172.7,93.0,113.0,3.2,SE4,1997-12-31,12.752867251806627,56.91430433520186
3168,1290-V-070-016,159.73,101.0,97.0,2.0,SE4,1997-12-31,13.960160343356131,55.87946719224438
3169,1290-V-070-018,171.78,101.0,97.0,2.0,SE4,1997-12-31,13.96948123692144,55.872276346098566
3170,1290-V-070-019,158.32,101.0,97.0,2.0,SE4,1997-12-31,13.969873759073407,55.87716010607811
3171,2422-V-002-006,628.67,92.0,113.0,3.22,SE2,1997-12-31,17.25220566126498,65.30147238652143
3172,2422-V-002-007,611.55,92.0,113.0,3.22,SE2,1997-12-31,17.25578169728563,65.30592146296566
3173,1290-V-070-020,153.46,101.0,97.0,2.0,SE4,1997-12-31,13.964679134546397,55.88461039096974
3174,1290-V-070-022,162.97,101.0,97.0,2.0,SE4,1997-12-31,13.97727934420982,55.87599477162059
3175,1290-V-070-028,180.61,101.0,97.0,2.0,SE4,1997-12-31,13.951789666411244,55.87236140241098
3176,1290-V-070-029,147.21,101.0,97.0,2.0,SE4,1997-12-31,13.970581362591588,55.88180594959813
3177,1290-V-070-031,163.92,101.0,97.0,2.0,SE4,1997-12-31,13.950625955263504,55.89374188495337
3178,1382-V-009-002,170.77,93.0,113.0,3.2,SE4,1997-12-31,12.779089795597413,56.93334789145471
3179,1382-V-008-009,158.71,93.0,113.0,3.2,SE4,1997-12-31,12.767646833316304,56.92183921646795
3180,0117-V-002-001,21.14,95.0,90.0,1.8,SE3,1997-12-31,18.60259821270037,59.51524484172598
3181,1382-V-009-004,174.97,93.0,113.0,3.2,SE4,1997-12-31,12.788186813270757,56.934057362058745
3182,1382-V-009-005,163.35,93.0,113.0,3.2,SE4,1997-12-31,12.792429349189835,56.93069061614466
3183,0980-V-056-001,5.36,98.0,82.0,2.0,SE3,1997-12-31,18.767094451990797,57.442412692642876
3184,0980-V-056-002,6.51,104.0,92.0,2.3,SE3,1997-12-31,18.761033306462533,57.444731438430104
3185,2283-V-001-077,481.75,115.0,113.0,3.0,SE2,1998-01-17,16.20420153091598,63.37619034599183
3186,2283-V-001-078,473.74,115.0,113.0,3.0,SE2,1998-01-17,16.218567698604673,63.37912032711119
3187,2283-V-001-079,489.78,115.0,113.0,3.0,SE2,1998-01-17,16.172378486545405,63.374749718177746
3188,2283-V-001-080,476.12,115.0,113.0,3.0,SE2,1998-01-17,16.177806398847217,63.371024915249
3189,2283-V-001-090,539.74,115.0,113.0,3.0,SE2,1998-01-17,16.131751447085282,63.40056886241648
3190,2283-V-001-089,534.2,115.0,113.0,3.0,SE2,1998-01-17,16.135419182989654,63.40421985673738
3191,2283-V-001-084,523.47,115.0,113.0,3.0,SE2,1998-01-17,16.134724181076674,63.418048134100026
3192,2283-V-001-087,522.65,115.0,113.0,3.0,SE2,1998-01-17,16.124264536839963,63.414899485993175
3193,2283-V-001-081,477.08,115.0,113.0,3.0,SE2,1998-01-17,16.187256088944718,63.37175449160137
3194,2283-V-001-088,535.17,115.0,113.0,3.0,SE2,1998-01-17,16.1273207811488,63.40652792019215
3195,2283-V-001-085,527.65,115.0,113.0,3.0,SE2,1998-01-17,16.130770976453785,63.42193904970856
3196,2283-V-001-086,521.42,115.0,113.0,3.0,SE2,1998-01-17,16.123131532005697,63.419216770252625
3197,2283-V-001-083,463.74,115.0,113.0,3.0,SE2,1998-01-17,16.20099989951442,63.36706179675665
3198,2283-V-001-082,475.8,115.0,113.0,3.0,SE2,1998-01-17,16.191610879483036,63.367768787195416
3199,0860-V-002-013,219.65,117.0,126.0,3.3,SE3,1998-01-19,15.53810155669131,57.42677222146846
3200,0860-V-002-008,226.87,117.0,126.0,3.3,SE3,1998-01-19,15.523245908345784,57.436019014323286
3201,0860-V-002-007,198.86,117.0,126.0,3.3,SE3,1998-01-19,15.553990968927872,57.42130806995888
3202,0860-V-002-006,227.33,117.0,126.0,3.3,SE3,1998-01-19,15.529114885075751,57.432754609132594
3203,0860-V-002-003,215.75,117.0,126.0,3.3,SE3,1998-01-19,15.54504663396768,57.42863187230777
3204,0860-V-002-002,215.23,117.0,126.0,3.3,SE3,1998-01-19,15.548959655171338,57.425109166474556
3205,0860-V-002-005,229.43,117.0,126.0,3.3,SE3,1998-01-19,15.536022157844844,57.430740355158754
3206,1281-V-020-003,31.75,78.0,82.0,2.3,SE4,1998-02-07,13.198079912296345,55.777189079991025
3207,1281-V-020-001,29.31,78.0,82.0,2.3,SE4,1998-02-07,13.19271665539898,55.77538592259541
3208,1281-V-020-002,29.4,78.0,82.0,2.3,SE4,1998-02-07,13.198016431469108,55.773845290180375
3209,2280-V-002-005,286.19,92.0,113.0,3.2,SE2,1998-02-19,17.742469602081023,62.7748033515222
3210,2280-V-002-001,295.49,92.0,113.0,3.2,SE2,1998-02-19,17.760761278207422,62.77061903156094
3211,2280-V-002-002,274.54,92.0,113.0,3.2,SE2,1998-02-19,17.737438163011152,62.77065317870153
3212,2280-V-002-003,275.82,92.0,113.0,3.2,SE2,1998-02-19,17.778597130092194,62.76976450559202
3213,2280-V-002-004,291.88,92.0,113.0,3.2,SE2,1998-02-19,17.750540878115146,62.770325467405435
3214,0509-V-027-001,120.92,65.0,52.0,0.85,SE3,1998-03-01,14.65914025359561,58.257226995650974
3215,1283-V-056-007,8.89,75.0,103.0,2.85,SE4,1998-03-01,12.767588943920002,56.17075952596401
3216,1283-V-056-008,8.0,75.0,103.0,2.85,SE4,1998-03-01,12.767867672001877,56.176607102890436
3217,1283-V-056-009,9.75,75.0,103.0,2.85,SE4,1998-03-01,12.769627654927978,56.16758374606785
3218,1283-V-080-001,8.55,98.0,103.0,2.85,SE4,1998-03-01,12.750673599806584,56.16734990103918
3219,1283-V-080-002,9.25,98.0,103.0,2.85,SE4,1998-03-01,12.756767237885006,56.16545165323837
3220,1283-V-080-003,9.54,98.0,103.0,2.85,SE4,1998-03-01,12.763250546536394,56.16431761508468
3221,1283-V-056-006,9.22,75.0,103.0,2.85,SE4,1998-03-01,12.763277697439795,56.16845181575677
3222,1283-V-080-006,8.95,75.0,103.0,2.85,SE4,1998-03-01,12.75015600571502,56.16271829216364
3223,1283-V-056-005,8.37,75.0,103.0,2.85,SE4,1998-03-01,12.759880390437102,56.17108179103168
3224,1283-V-056-004,9.28,75.0,103.0,2.85,SE4,1998-03-01,12.770780550103598,56.17338094424225
3225,1283-V-056-003,8.55,75.0,103.0,2.85,SE4,1998-03-01,12.758893444257838,56.17418455693217
3226,1283-V-080-004,9.83,98.0,103.0,2.85,SE4,1998-03-01,12.769478445923216,56.163356667928426
3227,1283-V-056-001,9.16,75.0,103.0,2.85,SE4,1998-03-01,12.764585510622812,56.17370482796167
3228,1781-V-006-004,141.64,130.0,112.0,3.0,SE3,1998-03-11,14.212012764120658,59.292848567353914
3229,1781-V-006-016,154.59,130.0,112.0,3.0,SE3,1998-03-11,14.216365945275165,59.28676799053151
3230,1781-V-006-014,150.15,130.0,112.0,3.0,SE3,1998-03-11,14.214609334076142,59.279968035497554
3231,1781-V-006-012,164.26,130.0,112.0,3.0,SE3,1998-03-11,14.242135362809526,59.28035564564706
3232,1781-V-006-011,153.14,130.0,112.0,3.0,SE3,1998-03-11,14.23482414968668,59.27457426371101
3233,1781-V-006-010,153.26,130.0,112.0,3.0,SE3,1998-03-11,14.22477792111802,59.27808914284131
3234,1781-V-006-009,180.04,130.0,112.0,3.0,SE3,1998-03-11,14.247772549329628,59.31597844833606
3235,1781-V-006-007,159.75,130.0,112.0,3.0,SE3,1998-03-11,14.249959918073372,59.28764830299435
3236,1781-V-006-008,177.85,130.0,112.0,3.0,SE3,1998-03-11,14.242372488401887,59.3210211931703
3237,1781-V-006-005,171.91,130.0,112.0,3.0,SE3,1998-03-11,14.238461431885534,59.293203449933216
3238,1781-V-006-015,151.75,130.0,112.0,3.0,SE3,1998-03-11,14.210387185313785,59.29860429556699
3239,1781-V-006-006,167.88,130.0,112.0,3.0,SE3,1998-03-11,14.228851238254258,59.285755853217644
3240,1781-V-006-013,146.27,130.0,112.0,3.0,SE3,1998-03-11,14.251427419972437,59.277571511075855
3241,1781-V-006-002,177.78,130.0,112.0,3.0,SE3,1998-03-11,14.224309557740208,59.29250926418429
3242,1781-V-006-003,184.33,130.0,112.0,3.0,SE3,1998-03-11,14.223254374486393,59.29875349387459
3243,1781-V-006-001,165.03,130.0,112.0,3.0,SE3,1998-03-11,14.252189744021914,59.29802474071416
3244,1287-V-038-001,48.5,78.0,82.0,2.3,SE4,1998-04-01,13.44679373371969,55.431330938691296
3245,1881-V-001-003,36.29,100.0,100.0,2.0,SE3,1998-05-27,15.116545999559774,59.16897009968391
3246,1881-V-001-001,35.83,100.0,100.0,2.0,SE3,1998-05-27,15.12178559670965,59.17659864761198
3247,1881-V-001-002,36.27,100.0,100.0,2.0,SE3,1998-05-27,15.119165506169681,59.17278440127378
3248,2161-V-009-021,389.37,91.0,59.0,3.3,SE2,1998-07-08,16.131486959257145,61.59663636837681
3249,2161-V-009-035,409.24,91.0,59.0,3.3,SE2,1998-07-08,16.122150683476253,61.567759936485224
3250,2161-V-009-036,400.16,91.0,59.0,3.3,SE2,1998-07-08,16.124343661311936,61.56129563158322
3251,2161-V-009-022,406.24,91.0,59.0,3.3,SE2,1998-07-08,16.09020490554775,61.58202072697848
3252,2161-V-009-014,449.57,91.0,59.0,3.3,SE2,1998-07-08,16.083557409880086,61.58919674244397
3253,2161-V-009-029,472.84,91.0,59.0,3.3,SE2,1998-07-08,16.08797746550635,61.57645684276944
3254,2161-V-009-031,481.58,91.0,59.0,3.3,SE2,1998-07-08,16.0838132075108,61.57359003493451
3255,2161-V-009-026,374.12,91.0,59.0,3.3,SE2,1998-07-08,16.164891836717878,61.58596900312409
3256,2161-V-009-027,368.88,91.0,59.0,3.3,SE2,1998-07-08,16.17126108892656,61.58451307924162
3257,2161-V-009-024,396.95,91.0,59.0,3.3,SE2,1998-07-08,16.11405904734726,61.5878840528333
3258,2161-V-009-023,424.37,91.0,59.0,3.3,SE2,1998-07-08,16.103501400952613,61.585033879555695
3259,2161-V-009-028,381.31,91.0,59.0,3.3,SE2,1998-07-08,16.171223634470522,61.58092393349076
3260,2161-V-009-033,434.9,91.0,59.0,3.3,SE2,1998-07-08,16.100767679466884,61.57588844854848
3261,2161-V-009-015,404.85,91.0,59.0,3.3,SE2,1998-07-08,16.112640461402968,61.597398866673785
3262,2161-V-009-034,429.04,91.0,59.0,3.3,SE2,1998-07-08,16.116138263238337,61.56920976888702
3263,2161-V-009-025,398.15,91.0,59.0,3.3,SE2,1998-07-08,16.137417851696352,61.58836412390476
3264,2161-V-009-030,456.18,91.0,59.0,3.3,SE2,1998-07-08,16.07886693201342,61.57556304263868
3265,2161-V-009-018,429.55,91.0,59.0,3.3,SE2,1998-07-08,16.101657673356616,61.58934923063677
3266,2161-V-009-017,417.6,91.0,59.0,3.3,SE2,1998-07-08,16.085847920310417,61.58498045004792
3267,2161-V-009-020,426.86,91.0,59.0,3.3,SE2,1998-07-08,16.123150989511423,61.59235164705248
3268,2161-V-009-016,404.37,91.0,59.0,3.3,SE2,1998-07-08,16.123996999392762,61.60114229130138
3269,2161-V-009-019,405.63,91.0,59.0,3.3,SE2,1998-07-08,16.111111802041997,61.59291868927665
3270,2161-V-009-032,465.56,91.0,59.0,3.3,SE2,1998-07-08,16.090943338157942,61.57178257638589
3271,2161-V-009-037,408.03,91.0,59.0,3.3,SE2,1998-07-08,16.134480000439172,61.55947814804659
3272,2161-V-009-012,459.83,91.0,59.0,3.3,SE2,1998-07-08,16.072668972345976,61.591205707634124
3273,2161-V-009-013,424.02,91.0,59.0,3.3,SE2,1998-07-08,16.101340960188647,61.596883447102954
3274,2161-V-009-001,435.72,91.0,59.0,3.3,SE2,1998-07-08,16.05439682953131,61.6140234442669
3275,2161-V-009-003,435.75,91.0,59.0,3.3,SE2,1998-07-08,16.069063587809808,61.6113068776111
3276,2161-V-009-004,463.29,91.0,59.0,3.3,SE2,1998-07-08,16.06900674168992,61.604133937773426
3277,2161-V-009-005,446.02,91.0,59.0,3.3,SE2,1998-07-08,16.079627460448513,61.612004972043316
3278,2161-V-009-002,436.08,91.0,59.0,3.3,SE2,1998-07-08,16.051735948809682,61.61062334511887
3279,2161-V-009-007,432.84,91.0,59.0,3.3,SE2,1998-07-08,16.079250623287603,61.60659513001836
3280,2161-V-009-008,434.09,91.0,59.0,3.3,SE2,1998-07-08,16.08074306303999,61.603223784323745
3281,2161-V-009-009,440.89,91.0,59.0,3.3,SE2,1998-07-08,16.085983054421746,61.605534498212066
3282,2161-V-009-010,414.01,91.0,59.0,3.3,SE2,1998-07-08,16.09388292423188,61.6040763481281
3283,2161-V-009-011,404.25,91.0,59.0,3.3,SE2,1998-07-08,16.102320358745665,61.60089860349781
3284,2161-V-009-006,449.38,91.0,59.0,3.3,SE2,1998-07-08,16.074251841853165,61.60160593340149
3285,0861-V-060-004,49.65,128.0,126.0,3.3,SE4,1998-07-18,16.245757361692522,56.93331850149494
3286,0861-V-060-012,26.93,128.0,126.0,3.3,SE4,1998-07-18,16.341209342270577,56.94397504762292
3287,0861-V-060-011,27.11,128.0,126.0,3.3,SE4,1998-07-18,16.333573600051242,56.95065136748161
3288,0861-V-060-010,37.01,128.0,126.0,3.3,SE4,1998-07-18,16.3051069144814,56.96740226695882
3289,0861-V-060-009,31.96,128.0,126.0,3.3,SE4,1998-07-18,16.315517210951153,56.96221698651289
3290,0861-V-060-008,24.59,128.0,126.0,3.3,SE4,1998-07-18,16.345781999805077,56.95226359940169
3291,0861-V-060-007,46.54,128.0,126.0,3.3,SE4,1998-07-18,16.271969796945793,56.963269329221056
3292,0861-V-060-003,68.62,128.0,126.0,3.3,SE4,1998-07-18,16.220526095697966,56.96383573989663
3293,0861-V-060-014,50.13,128.0,126.0,3.3,SE4,1998-07-18,16.25884126324278,56.97827133085827
3294,0861-V-060-013,48.17,128.0,126.0,3.3,SE4,1998-07-18,16.264195777128307,56.985279085463084
3295,0861-V-060-001,46.46,128.0,126.0,3.3,SE4,1998-07-18,16.28470548730448,56.96821539808349
3296,2518-V-008-013,313.37,117.0,126.0,3.3,SE1,1998-10-04,23.30652545803572,66.94069144395391
3297,2518-V-008-014,292.03,117.0,126.0,3.3,SE1,1998-10-04,23.318829544299565,66.9394345206556
3298,2518-V-008-015,293.25,117.0,126.0,3.3,SE1,1998-10-04,23.333063620511275,66.93840282518153
3299,2518-V-008-016,320.89,117.0,126.0,3.3,SE1,1998-10-04,23.336396257207344,66.93361596940318
3300,2518-V-008-018,291.63,117.0,126.0,3.3,SE1,1998-10-04,23.348568481482562,66.92531072861034
3301,2518-V-008-022,314.21,117.0,126.0,3.3,SE1,1998-10-04,23.322309743382416,66.92431447884155
3302,2518-V-008-021,320.19,117.0,126.0,3.3,SE1,1998-10-04,23.316433324166283,66.9289745665466
3303,2518-V-008-017,329.42,117.0,126.0,3.3,SE1,1998-10-04,23.345218262699543,66.9301063308712
3304,2518-V-008-020,291.74,117.0,126.0,3.3,SE1,1998-10-04,23.30645375789396,66.93209005905543
3305,2518-V-008-019,266.7,117.0,126.0,3.3,SE1,1998-10-04,23.354179125335733,66.92099110388318
3306,2080-V-011-001,447.63,105.0,90.0,2.0,SE3,1998-10-06,15.979668056606087,60.85971862029383
3307,2181-V-004-004,267.98,150.0,126.0,3.5,SE3,1998-11-22,16.391825493166284,60.75054398600504
3308,2181-V-004-001,274.61,150.0,126.0,3.5,SE3,1998-11-22,16.381454968649834,60.74742201967737
3309,2181-V-004-011,255.92,150.0,126.0,3.5,SE3,1998-11-22,16.410810802869864,60.7460003236581
3310,2181-V-004-002,276.44,150.0,126.0,3.5,SE3,1998-11-22,16.37897813145632,60.743046508192215
3311,2181-V-004-010,277.03,150.0,126.0,3.5,SE3,1998-11-22,16.396179092519585,60.73397099270001
3312,2181-V-004-012,260.78,150.0,126.0,3.5,SE3,1998-11-22,16.407884323256308,60.73697606154184
3313,2181-V-004-007,265.79,150.0,126.0,3.5,SE3,1998-11-22,16.40172424028935,60.74969085390861
3314,2181-V-004-006,295.2,150.0,126.0,3.5,SE3,1998-11-22,16.38836418799483,60.73810328841114
3315,2181-V-004-005,278.64,150.0,126.0,3.5,SE3,1998-11-22,16.38954920597978,60.743806104023726
3316,2181-V-004-009,265.24,150.0,126.0,3.5,SE3,1998-11-22,16.400348573395,60.74084194749488
3317,1315-V-007-002,158.48,105.0,110.0,2.2,SE4,1998-12-29,13.028150161708428,56.91720800331138
3318,1315-V-007-001,153.54,105.0,110.0,2.2,SE4,1998-12-29,13.030654098497466,56.92175833097584
3319,1315-V-007-006,160.06,105.0,110.0,2.2,SE4,1998-12-29,13.025115622378207,56.90840794839482
3320,1315-V-007-005,150.0,105.0,110.0,2.2,SE4,1998-12-29,13.020309093175651,56.9213253250395
3321,1315-V-007-004,158.78,105.0,110.0,2.2,SE4,1998-12-29,13.01630501022859,56.91008352091307
